x1,x2,Class
-2.502547836426810335e+00,-1.333661179611417946e+00,0.000000000000000000e+00
8.571075424153047351e-01,-4.359670752442834640e+00,0.000000000000000000e+00
-2.209005139929334227e+00,-1.020894394295700724e+00,0.000000000000000000e+00
-2.060192092827537014e+00,-1.115320294670391510e+00,0.000000000000000000e+00
-2.843184043575309072e+00,-2.188351278373477093e+00,0.000000000000000000e+00
-9.874169184935092103e-01,-3.063851437312292703e+00,0.000000000000000000e+00
-1.690598475460180383e+00,-8.901711102171159240e-01,0.000000000000000000e+00
-1.292153728887974085e+00,-3.699186967840226159e-01,0.000000000000000000e+00
-4.603142916980044852e+00,-6.640768423703299894e-03,0.000000000000000000e+00
-1.476847098004830494e+00,-1.712658593207577962e+00,0.000000000000000000e+00
2.564804523668606784e-01,-3.690175161623197031e+00,0.000000000000000000e+00
-5.886732412140005533e-01,-2.492759863692736388e+00,0.000000000000000000e+00
-7.068235959495996479e-01,-2.924456543068928660e+00,0.000000000000000000e+00
-2.443431939560301913e+00,-3.442092884461685820e+00,0.000000000000000000e+00
1.352603852160015219e+00,-3.737481274073655158e+00,0.000000000000000000e+00
-1.673359491579079039e+00,-2.589135542025468695e+00,0.000000000000000000e+00
-3.657502652550112643e+00,-4.662832589002655403e+00,0.000000000000000000e+00
-6.401172977973179634e-01,-1.178042005051790575e+00,0.000000000000000000e+00
-3.375634993969020670e+00,-1.203383654301732442e+00,0.000000000000000000e+00
-2.465621437352189638e+00,-2.827418359473159448e+00,0.000000000000000000e+00
-1.726115050428570497e+00,-1.538575858898947768e+00,0.000000000000000000e+00
-3.878848215440038327e+00,-1.721547582847397617e+00,0.000000000000000000e+00
3.739983773971846115e-01,-1.943157205733354376e+00,0.000000000000000000e+00
-8.834557040262089878e-01,-1.780925440214586875e+00,0.000000000000000000e+00
-1.456220057699990078e-01,-3.861660458956033715e+00,0.000000000000000000e+00
-2.645283326630139875e+00,-1.684935648902309957e+00,0.000000000000000000e+00
-2.866181703683924109e+00,-9.900466598059858292e-01,0.000000000000000000e+00
-4.255384672713054428e+00,1.837517173514910951e-01,0.000000000000000000e+00
1.009066518835247950e-01,-6.082275872821919782e-02,0.000000000000000000e+00
-5.343969779262974784e-01,-2.586473460017639781e+00,0.000000000000000000e+00
-2.040224084980225339e+00,-8.175309525293060486e-02,0.000000000000000000e+00
-1.409906783393416907e+00,-3.014125460421086977e+00,0.000000000000000000e+00
-5.053836405631144668e-01,-3.889461828214288985e+00,0.000000000000000000e+00
-2.622045149632794114e+00,-1.049514700671633438e+00,0.000000000000000000e+00
4.273983425621580845e-01,-4.274147353500175939e+00,0.000000000000000000e+00
-1.879068174896641130e+00,-1.648963818006867754e+00,0.000000000000000000e+00
-8.876431394984262147e-01,-2.853809768407006509e+00,0.000000000000000000e+00
-1.270245089594410182e+00,-3.087002912954066147e+00,0.000000000000000000e+00
-8.154744769839951113e-01,-1.753600501650153687e+00,0.000000000000000000e+00
-3.937541874740195791e-01,-9.067117877521871927e-01,0.000000000000000000e+00
-1.110652268383115260e+00,-2.280406323330476936e-01,0.000000000000000000e+00
-2.491795008257248867e+00,-1.739926242110446220e+00,0.000000000000000000e+00
-1.181846346882799992e-01,-8.426761281360293232e-01,0.000000000000000000e+00
3.577250530418791818e-01,-2.397859051520534024e+00,0.000000000000000000e+00
-1.728703064415666901e+00,-3.258396858693688003e+00,0.000000000000000000e+00
-2.318322357156256341e+00,-3.891444206798759797e+00,0.000000000000000000e+00
-1.132712395963654944e-01,-2.337794163430854333e+00,0.000000000000000000e+00
-1.802081263402184774e+00,-4.143609061723401155e+00,0.000000000000000000e+00
-2.547361439629597157e+00,-3.408403598717280047e+00,0.000000000000000000e+00
-6.031405768133087930e-01,-1.488722273793356976e-01,0.000000000000000000e+00
-3.587808646539762947e-01,1.314357589127999049e-01,0.000000000000000000e+00
1.150511877279083023e-01,-1.845896415981375993e+00,0.000000000000000000e+00
-2.967755882848055027e+00,1.471643424047512028e+00,0.000000000000000000e+00
-2.907620721912752781e+00,-3.401100787904911549e+00,0.000000000000000000e+00
-7.819061415830227402e-01,-3.486816599741295875e-01,0.000000000000000000e+00
-2.935324371762111806e+00,-3.237546528189442441e+00,0.000000000000000000e+00
-2.244315300878226616e+00,1.174195635574809105e+00,0.000000000000000000e+00
1.872637077024843943e+00,-4.286940743740949245e+00,0.000000000000000000e+00
3.117496332208348764e-01,-2.807101569530968455e+00,0.000000000000000000e+00
-2.891757792480783795e+00,-2.245334003319626071e+00,0.000000000000000000e+00
-1.525088492552639119e+00,-3.215854969876748903e+00,0.000000000000000000e+00
-1.107537903141831759e+00,-3.574644793979222079e+00,0.000000000000000000e+00
-3.895301367583364982e+00,-1.318444980575912640e+00,0.000000000000000000e+00
-6.911762087418855671e-01,-2.822276211165052118e+00,0.000000000000000000e+00
-3.392685052995415784e+00,-2.308662692021677287e+00,0.000000000000000000e+00
-1.254414850815415594e+00,-2.917679503653261008e-01,0.000000000000000000e+00
-1.521143224229621893e+00,-2.866783871668754813e+00,0.000000000000000000e+00
4.297274715089757002e+00,2.709035106775396606e+00,1.000000000000000000e+00
6.540911830882492062e+00,3.652072482696202549e+00,1.000000000000000000e+00
2.714912074036452960e+00,2.682117474362262222e+00,1.000000000000000000e+00
5.113382868157253291e+00,3.893188680178750971e+00,1.000000000000000000e+00
4.674818359889995278e+00,2.675476547629870527e+00,1.000000000000000000e+00
4.295126983933765352e+00,3.662443607435137416e+00,1.000000000000000000e+00
4.116660955289935586e+00,1.525510928525170895e+00,1.000000000000000000e+00
5.084118256580728357e+00,3.225115529866956710e+00,1.000000000000000000e+00
4.868254270341856760e+00,3.362673062479906605e+00,1.000000000000000000e+00
2.476266910491608186e+00,1.483971713748644561e+00,1.000000000000000000e+00
4.287534925677348063e+00,2.277464856916075142e+00,1.000000000000000000e+00
4.801263576402225119e+00,9.118910024717895579e-01,1.000000000000000000e+00
5.003752165722520573e+00,2.791026305771265204e+00,1.000000000000000000e+00
4.314205651480218506e+00,2.672557739447167791e+00,1.000000000000000000e+00
5.079074398292026338e+00,3.678662820748409779e+00,1.000000000000000000e+00
4.036993811893404782e+00,2.826185548653568524e+00,1.000000000000000000e+00
3.593887930542492448e+00,2.543125601770042987e+00,1.000000000000000000e+00
6.806024294975973277e+00,4.888508647212885805e+00,1.000000000000000000e+00
5.053246953624632276e+00,2.098828667114660096e+00,1.000000000000000000e+00
8.048226071076987509e+00,4.942774424904143871e+00,1.000000000000000000e+00
4.381156032469428752e+00,3.165235365908009690e+00,1.000000000000000000e+00
5.984864372012622447e+00,3.776282209185981120e+00,1.000000000000000000e+00
5.590790973077902848e+00,1.558614962348905397e+00,1.000000000000000000e+00
4.229557168712252846e+00,1.882306255523823690e+00,1.000000000000000000e+00
6.683890183733065093e+00,3.102964138179704179e+00,1.000000000000000000e+00
6.383471840860281077e+00,2.635275589317935818e+00,1.000000000000000000e+00
6.063632317200532640e+00,2.461139212284344069e+00,1.000000000000000000e+00
5.713430890414988639e+00,3.846559102273127362e+00,1.000000000000000000e+00
5.197782649116342135e+00,1.813969494997424103e+00,1.000000000000000000e+00
4.285696316023931196e+00,4.078051288617611014e+00,1.000000000000000000e+00
4.625268986281479755e+00,1.782073660757562905e+00,1.000000000000000000e+00
2.732741121857913846e+00,1.625679975937424082e+00,1.000000000000000000e+00
6.034987860000120108e+00,3.807350799454436885e+00,1.000000000000000000e+00
5.015418929977968787e+00,4.171663366423516095e+00,1.000000000000000000e+00
3.351952077551364262e+00,2.767196333422847765e+00,1.000000000000000000e+00
4.822946935857054029e+00,4.084598835605624423e+00,1.000000000000000000e+00
3.539562703563697621e+00,1.696190366211921097e+00,1.000000000000000000e+00
4.341655058133440548e+00,3.421887114386668483e+00,1.000000000000000000e+00
7.142262201884843620e+00,4.006579452713456391e+00,1.000000000000000000e+00
5.430998888099830779e+00,3.052321377992664786e+00,1.000000000000000000e+00
6.122057102836023113e+00,4.021598130389012482e+00,1.000000000000000000e+00
5.444960824256997789e+00,2.558522489144511525e+00,1.000000000000000000e+00
2.683123755465016469e+00,2.340792652862340617e+00,1.000000000000000000e+00
5.158019767817297208e+00,3.625577002139452887e+00,1.000000000000000000e+00
3.901103742089391258e+00,2.515110280396338993e+00,1.000000000000000000e+00
5.356075554441232178e+00,3.899247524226006956e+00,1.000000000000000000e+00
6.592833385301591242e+00,2.792053274288103459e+00,1.000000000000000000e+00
3.856187496104272583e+00,2.372235615210573023e+00,1.000000000000000000e+00
5.596888781586827122e+00,2.743889835544487177e+00,1.000000000000000000e+00
4.506066405262338037e+00,3.505667405426964756e+00,1.000000000000000000e+00
4.496027732885646166e+00,3.998324485324173505e+00,1.000000000000000000e+00
4.873814458718106479e+00,2.883746754343621266e+00,1.000000000000000000e+00
5.861783402443262680e+00,3.407447282676557165e+00,1.000000000000000000e+00
5.767043511646165577e+00,3.478090123240906717e+00,1.000000000000000000e+00
3.912921428481527908e+00,1.039241548536108395e+00,1.000000000000000000e+00
4.932013495756767618e+00,2.870450177353138344e+00,1.000000000000000000e+00
7.850287865684233424e+00,3.636377674807116822e+00,1.000000000000000000e+00
2.804643586758249096e+00,1.393418822139046886e+00,1.000000000000000000e+00
5.355748129298885551e+00,3.322931886610987817e+00,1.000000000000000000e+00
7.064234950809087366e+00,3.260750730776877937e+00,1.000000000000000000e+00
6.343088255449930379e+00,3.005082929337611120e+00,1.000000000000000000e+00
5.480075746392302882e+00,2.991808542662574233e+00,1.000000000000000000e+00
4.998060181824890869e+00,2.359646332455888285e+00,1.000000000000000000e+00
7.543588746283727886e+00,4.209630013603531395e+00,1.000000000000000000e+00
7.204988977078501833e+00,5.879757720068514715e+00,1.000000000000000000e+00
5.327791328582311969e+00,1.957647584373362504e+00,1.000000000000000000e+00
5.598412442853327065e+00,2.759088321679736389e+00,1.000000000000000000e+00
4.560843649465020633e+00,3.622821355897328122e+00,1.000000000000000000e+00
5.500341524998645149e+00,2.622056594459473811e+00,1.000000000000000000e+00
8.073560543492014574e+00,4.091011584367617360e+00,1.000000000000000000e+00
4.722464254076333745e+00,3.117623754361832145e+00,1.000000000000000000e+00
4.468770747140080601e+00,3.860530491363808103e+00,1.000000000000000000e+00
3.786292879665667854e+00,2.762896977089448924e+00,1.000000000000000000e+00
5.365447591221962576e+00,6.053162056191978557e-01,1.000000000000000000e+00
5.928332533157971262e+00,2.907180581421069387e+00,1.000000000000000000e+00
6.358803273905009767e+00,3.702627203090572028e+00,1.000000000000000000e+00
6.609224207831410070e+00,3.095653334970178694e+00,1.000000000000000000e+00
7.196846522015021286e+00,4.345215467717642888e+00,1.000000000000000000e+00
5.055126992017866527e+00,3.179481571240427407e+00,1.000000000000000000e+00
4.106162611168763021e+00,1.948250772434132028e+00,1.000000000000000000e+00
4.813311617831134370e+00,1.394378567541899816e+00,1.000000000000000000e+00
2.404922430620282103e+00,1.118565387850964044e+00,1.000000000000000000e+00
4.656945042807935309e+00,3.931460591573101127e+00,1.000000000000000000e+00
4.578734943384043632e+00,3.204157236151950805e+00,1.000000000000000000e+00
4.375541356865999987e+00,3.294429538350046816e+00,1.000000000000000000e+00
3.911492128640999155e+00,2.618872164788335954e+00,1.000000000000000000e+00
5.316892876258972223e+00,2.863219979434699081e+00,1.000000000000000000e+00
4.783613092983180159e+00,3.122482838759154777e+00,1.000000000000000000e+00
5.734720583702577201e+00,2.349988985492212024e+00,1.000000000000000000e+00
4.038068445703189013e+00,2.216602048873420827e+00,1.000000000000000000e+00
5.757808307641234080e+00,3.761531850050030990e+00,1.000000000000000000e+00
5.949638552524216806e+00,4.045381348915615405e+00,1.000000000000000000e+00
4.741107801372491437e+00,3.485383991173812035e+00,1.000000000000000000e+00
5.426008651598608346e+00,3.715639922240206339e+00,1.000000000000000000e+00
6.821868725194660144e+00,3.773002693954719877e+00,1.000000000000000000e+00
1.495238752302200602e+00,1.884100957191197301e+00,1.000000000000000000e+00
4.490313780632565255e+00,1.733208189049163073e+00,1.000000000000000000e+00
5.599721345045754362e+00,2.920979688712985745e+00,1.000000000000000000e+00
3.819613412649855988e+00,1.487068901967881551e+00,1.000000000000000000e+00
4.818323856565250196e+00,3.321081980714648108e+00,1.000000000000000000e+00
4.308431274136858669e+00,2.315982034614133767e+00,1.000000000000000000e+00
4.978945588662668342e+00,2.240006675553702920e+00,1.000000000000000000e+00
2.933508709083166188e+00,3.124160810669442068e+00,1.000000000000000000e+00
2.970288506215429170e+00,1.905794273925873306e+00,1.000000000000000000e+00
3.133518708922164109e+00,2.121313523353304920e+00,1.000000000000000000e+00
6.532547472598176697e+00,4.000635390480960396e+00,1.000000000000000000e+00
6.384713560897770535e+00,2.850431373673676383e+00,1.000000000000000000e+00
4.469258673811856042e+00,1.643171605254796219e+00,1.000000000000000000e+00
6.570044131431165724e+00,3.415877685105078942e+00,1.000000000000000000e+00
3.569733896023839392e+00,1.577964477254927944e+00,1.000000000000000000e+00
5.831396980033677124e+00,3.241677683937700394e+00,1.000000000000000000e+00
3.836420446307816867e+00,2.805795329367052116e+00,1.000000000000000000e+00
3.325762473220969184e+00,1.871878800252906760e+00,1.000000000000000000e+00
7.057925094022824197e+00,4.637659371263422869e+00,1.000000000000000000e+00
6.604182252038397039e+00,3.227748689097055035e+00,1.000000000000000000e+00
5.338566489560160555e+00,4.842299546198065130e+00,1.000000000000000000e+00
3.814901525191292997e+00,2.470296510476383212e+00,1.000000000000000000e+00
3.400620195868233164e+00,2.620852623546103821e+00,1.000000000000000000e+00
6.107567374006841021e+00,2.200956164108998969e+00,1.000000000000000000e+00
7.609960103928769648e+00,5.859487008076711412e+00,1.000000000000000000e+00
7.032326455687408995e+00,4.218724531120146892e+00,1.000000000000000000e+00
3.305146180866298522e+00,2.251806321907125596e+00,1.000000000000000000e+00
6.950339300083354210e+00,2.973803217124046494e+00,1.000000000000000000e+00
8.011020892931856707e+00,5.061310554676248685e+00,1.000000000000000000e+00
5.367831258836228692e+00,2.607886162067624802e+00,1.000000000000000000e+00
